110|2018-08-15 08:14:19|1_
53|2018-08-15 08:14:23|1_
134|2018-08-15 08:14:28|1_
190|2018-08-15 08:14:33|1_
195|2018-08-15 08:14:41|1_
148|2018-08-15 08:14:46|1_
146|2018-08-15 08:14:48|1_
159|2018-08-15 08:15:42|1_
186|2018-08-15 08:19:01|1_
117|2018-08-15 08:21:08|1_
26|2018-08-15 08:23:18|1_
26|2018-08-15 08:23:19|1_
45|2018-08-15 08:23:27|1_
120|2018-08-15 08:24:09|1_
189|2018-08-15 08:24:22|1_
194|2018-08-15 08:24:25|1_
31|2018-08-15 08:26:29|1_
15|2018-08-15 08:26:43|1_
2|2018-08-15 08:28:01|1_
107|2018-08-15 08:29:41|1_
